section_id,section,source_col,drug,ticker_or_company,rating,earliest_data_date,metrics_json,12 Mo PFS,18 Mo OS,1st Yr Sale (MM USD),24 Mo OS,24 Mo PFS,6 Mo PFS,BICR ORR,CR,CR (Confirmed),DCR,Date,Dosing Schedule,Evaluable Patients,Indication,Innovation,Latest Sale (MM USD),Market Reaction (+1d),Market Reaction (-1d),Median DFS,Median Follow-Up,Median OS,Median PFS,Median Treatment Line,Median rPFS,ORR,ORR (Confirmed),PFS >= 6 Mo,PR,Patient Number,Readout Phase,Response Evaluable Patient,Result,Route,Stable Disease Rate,Stage,Target,Total Treatment Line,Treatment Line,≥50% PSA Decline Rate,≥90% PSA Decline Rate,≥G3 Clinical AE,≥G3 SAE/Patients,≥G3 clinical AE
3,ROS1-Positive NSCLC Drug,AA,Xospata,,,2016-12-08 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""\\"", ""Date"": ""2016-12-08 00:00:00"", ""Indication"": ""EGFR+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""Severe Adverse Event"", ""Readout Phase"": ""1"", ""Result"": ""Suspended"", ""Target"": ""ALK"", ""Treatment Line"": ""2""}",\,\,\,\,\,\,\,,,,2016-12-08 00:00:00,,,EGFR+ NSCLC,,,,,,\,,,,\,,,,,Severe Adverse Event,1,,Suspended,,,,ALK,,2,,,,,
4,ALK-Positive NSCLC Drug,E,NVL-655,NUVL,BIC,45212,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.39"", ""Date"": ""45212"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""51"", ""Readout Phase"": ""1/2"", ""Result"": ""Continuing"", ""Target"": ""ALK"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""3+""}",\,\,\,\,\,\,0.39,,,,45212,,,ALK+ NSCLC,,,,,,\,,,,\,,,,,51,1/2,,Continuing,,,,ALK,1+,3+,,,,,
4,ALK-Positive NSCLC Drug,N,Zykadia,NVS,T1,42652,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""0.734"", ""1st Yr Sale (MM USD)"": ""72"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.637"", ""Date"": ""42652"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""25.9"", ""Median rPFS"": ""18.4"", ""Patient Number"": ""124"", ""Readout Phase"": ""2"", ""Result"": ""Approved"", ""Target"": ""ALK/ROS1"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1+""}",\,0.734,72,\,\,\,0.637,,,,42652,,,ALK+ NSCLC,,,,,,25.9,,,,18.4,,,,,124,2,,Approved,,,,ALK/ROS1,1+,1+,,,,,
4,ALK-Positive NSCLC Drug,P,Lobrena,,BIC,43754,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""96"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.9"", ""Date"": ""43754"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""30"", ""Readout Phase"": ""2"", ""Result"": ""Approved"", ""Target"": ""ALK/ROS1"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1+""}",\,\,96,\,\,\,0.9,,,,43754,,,ALK+ NSCLC,,,,,,\,,,,\,,,,,30,2,,Approved,,,,ALK/ROS1,1+,1+,,,,,
4,ALK-Positive NSCLC Drug,S,Xalkori,4503 JP Equity,T1,40335,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""123"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""0.72"", ""BICR ORR"": ""0.57"", ""Date"": ""40335"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""14"", ""Readout Phase"": ""1"", ""Result"": ""Approved"", ""Target"": ""ALK/ROS1"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1+""}",\,\,123,\,\,0.72,0.57,,,,40335,,,ALK+ NSCLC,,,,,,\,,,,\,,,,,14,1,,Approved,,,,ALK/ROS1,1+,1+,,,,,
4,ALK-Positive NSCLC Drug,V,Alunbrig,,AVG,43792,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""\\"", ""Date"": ""43792"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""11.1"", ""Patient Number"": ""170"", ""Readout Phase"": ""3"", ""Result"": ""Approved"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1900-01-01 00:00:00""}",\,\,\,\,\,\,\,,,,43792,,,ALK+ NSCLC,,,,,,\,,,,11.1,,,,,170,3,,Approved,,,,HER2,1+,1900-01-01 00:00:00,,,,,
4,ALK-Positive NSCLC Drug,W,APG-2449,,AVG,2022-06-07 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.286"", ""Date"": ""2022-06-07 00:00:00"", ""Indication"": ""ALK+/ROS1+ NSCLC TKI Pretreated"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""14"", ""Readout Phase"": ""1"", ""Result"": ""Continuing"", ""Target"": ""FAK/ALK/ROS1"", ""Treatment Line"": ""2""}",\,\,\,\,\,\,0.286,,,,2022-06-07 00:00:00,,,ALK+/ROS1+ NSCLC TKI Pretreated,,,,,,\,,,,\,,,,,14,1,,Continuing,,,,FAK/ALK/ROS1,,2,,,,,
4,ALK-Positive NSCLC Drug,Y,WX-0593,,BIC,2022-06-06 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""0.819"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.678"", ""Date"": ""2022-06-06 00:00:00"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""14.4"", ""Patient Number"": ""146"", ""Readout Phase"": ""2"", ""Result"": ""Continuing"", ""Target"": ""ALK/ROS1"", ""Treatment Line"": ""2""}",\,0.819,\,\,\,\,0.678,,,,2022-06-06 00:00:00,,,ALK+ NSCLC,,,,,,\,,,,14.4,,,,,146,2,,Continuing,,,,ALK/ROS1,,2,,,,,
4,ALK-Positive NSCLC Drug,AA,Ensartinib,,BIC,2014-05-31 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0.83"", ""Date"": ""2014-05-31 00:00:00"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""18"", ""Readout Phase"": ""1"", ""Result"": ""NDA"", ""Target"": ""ALK"", ""Treatment Line"": ""1+""}",\,\,\,\,\,\,0.83,,,,2014-05-31 00:00:00,,,ALK+ NSCLC,,,,,,\,,,,\,,,,,18,1,,NDA,,,,ALK,,1+,,,,,
4,ALK-Positive NSCLC Drug,AE,TSR-011,,,2013-09-30 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""0"", ""Date"": ""2013-09-30 00:00:00"", ""Indication"": ""ALK+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""17"", ""Readout Phase"": ""1"", ""Result"": ""Suspended"", ""Target"": ""ALK/Trk"", ""Treatment Line"": ""2""}",\,\,\,\,\,\,0,,,,2013-09-30 00:00:00,,,ALK+ NSCLC,,,,,,\,,,,\,,,,,17,1,,Suspended,,,,ALK/Trk,,2,,,,,
4,ALK-Positive NSCLC Drug,AF,Xospata,,,2016-12-08 00:00:00,"{""12 Mo PFS"": ""\\"", ""18 Mo OS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo OS"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""BICR ORR"": ""\\"", ""Date"": ""2016-12-08 00:00:00"", ""Indication"": ""EGFR+ NSCLC"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""Patient Number"": ""Severe Adverse Event"", ""Readout Phase"": ""1"", ""Result"": ""Suspended"", ""Target"": ""ALK"", ""Treatment Line"": ""2""}",\,\,\,\,\,\,\,,,,2016-12-08 00:00:00,,,EGFR+ NSCLC,,,,,,\,,,,\,,,,,Severe Adverse Event,1,,Suspended,,,,ALK,,2,,,,,
5,EGFR-Positive NSCLC Drug,E,Tagrisso,AZN,BIC,43980,"{""BICR ORR"": ""\\"", ""Date"": ""43980"", ""Indication"": ""Early Stage"", ""Median DFS"": ""≥ 36 Mo"", ""Median rPFS"": ""\\"", ""Patient Number"": ""1900-10-03 00:00:00"", ""Readout Phase"": ""3"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1+, Adjuvant"", ""Treatment Line"": ""1+""}",,,,,,,\,,,,43980,,,Early Stage,,,,,≥ 36 Mo,,,,,\,,,,,1900-10-03 00:00:00,3,,,,,,HER2,"1+, Adjuvant",1+,,,,,
5,EGFR-Positive NSCLC Drug,F,Iressa,AZN,AVG,42255,"{""BICR ORR"": ""0.698"", ""Date"": ""42255"", ""Indication"": ""All"", ""Median OS"": ""19.2"", ""Median rPFS"": ""9.7"", ""Readout Phase"": ""4"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1+""}",,,,,,,0.698,,,,42255,,,All,,,,,,,19.2,,,9.7,,,,,,4,,,,,,HER2,1+,1+,,,,,
5,EGFR-Positive NSCLC Drug,G,Rybrevant,JNJ,T1,44224,"{""BICR ORR"": ""0.4"", ""Date"": ""44224"", ""Indication"": ""Advanced"", ""Median OS"": ""22.8"", ""Median rPFS"": ""8.3"", ""Patient Number"": ""1900-03-21 00:00:00"", ""Readout Phase"": ""3"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1,2"", ""Treatment Line"": ""2""}",,,,,,,0.4,,,,44224,,,Advanced,,,,,,,22.8,,,8.3,,,,,1900-03-21 00:00:00,3,,,,,,HER2,"1,2",2,,,,,
5,EGFR-Positive NSCLC Drug,H,Lazcluze,0,T1,45435,"{""BICR ORR"": ""0.3"", ""Date"": ""45435"", ""Indication"": ""All"", ""Median rPFS"": ""6.1"", ""Patient Number"": ""1900-07-24 00:00:00"", ""Readout Phase"": ""3"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1,2"", ""Treatment Line"": ""2""}",,,,,,,0.3,,,,45435,,,All,,,,,,,,,,6.1,,,,,1900-07-24 00:00:00,3,,,,,,HER2,"1,2",2,,,,,
5,EGFR-Positive NSCLC Drug,I,Vizimpro,PFE,AVG,43792,"{""BICR ORR"": ""\\"", ""Date"": ""43792"", ""Indication"": ""Advanced"", ""Median DFS"": ""\\"", ""Median OS"": ""37.7"", ""Median rPFS"": ""16.5"", ""Patient Number"": ""1900-06-18 00:00:00"", ""Readout Phase"": ""3"", ""Target"": ""HER2"", ""Total Treatment Line"": ""1+"", ""Treatment Line"": ""1""}",,,,,,,\,,,,43792,,,Advanced,,,,,\,,37.7,,,16.5,,,,,1900-06-18 00:00:00,3,,,,,,HER2,1+,1,,,,,
6,+ KEYTRUDA 1L HNSCC,E,IOB-022,IOBT,T1,45222,"{""CR (Confirmed)"": ""0"", ""Date"": ""45222"", ""Innovation"": ""Cancer Vaccine"", ""ORR (Confirmed)"": ""0.5"", ""PFS >= 6 Mo"": ""1900-01-01 00:00:00"", ""Patient Number"": ""6"", ""Readout Phase"": ""II"", ""Stage"": ""Metastatic""}",,,,,,,,,0,,45222,,,,Cancer Vaccine,,,,,,,,,,,0.5,1900-01-01 00:00:00,,6,II,,,,,Metastatic,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,F,HB-200,HOOK,BIC,45447,"{""CR (Confirmed)"": ""0.11"", ""Date"": ""45447"", ""Innovation"": ""Cancer Vaccine"", ""Median Follow-Up"": ""8.4"", ""Median OS"": ""-"", ""Median PFS"": ""-"", ""ORR (Confirmed)"": ""0.37"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""35"", ""Readout Phase"": ""II"", ""Result"": ""Continuing"", ""Stage"": ""HPV-16 Pos""}",,,,,,,,,0.11,,45447,,,,Cancer Vaccine,,,,,8.4,-,-,,,,0.37,-,,35,II,,Continuing,,,HPV-16 Pos,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,G,mRNA-4157,MRNA,AVG,44146,"{""CR (Confirmed)"": ""0.2"", ""Date"": ""44146"", ""Innovation"": ""Cancer Vaccine"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median PFS"": ""9.8"", ""ORR (Confirmed)"": ""0.5"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""10"", ""Readout Phase"": ""I"", ""Result"": ""Continuing"", ""Stage"": ""Advanced/Metastatic""}",,,,,,,,,0.2,,44146,,,,Cancer Vaccine,,,,,-,-,9.8,,,,0.5,-,,10,I,,Continuing,,,Advanced/Metastatic,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,I,Enoblituzumab,MGNX,AVG,43415,"{""CR (Confirmed)"": ""0"", ""Date"": ""43415"", ""Innovation"": ""Mono Antibody"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median PFS"": ""-"", ""ORR (Confirmed)"": ""0.333"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""18"", ""Readout Phase"": ""I"", ""Stage"": ""Any""}",,,,,,,,,0,,43415,,,,Mono Antibody,,,,,-,-,-,,,,0.333,-,,18,I,,,,,Any,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,J,Belapectin,GALT,AVG,42773,"{""CR (Confirmed)"": ""0"", ""Date"": ""42773"", ""Innovation"": ""Molecule"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median PFS"": ""-"", ""ORR (Confirmed)"": ""0.333"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""6"", ""Readout Phase"": ""I"", ""Result"": ""Into Phase II"", ""Stage"": ""Any""}",,,,,,,,,0,,42773,,,,Molecule,,,,,-,-,-,,,,0.333,-,,6,I,,Into Phase II,,,Any,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,K,Versamune-HPV,PDSB,AVG,44707,"{""CR (Confirmed)"": ""0.118"", ""Date"": ""44707"", ""Innovation"": ""Peptide"", ""Median Follow-Up"": ""9"", ""Median OS"": ""-"", ""Median PFS"": ""-"", ""ORR (Confirmed)"": ""0.421"", ""PFS >= 6 Mo"": ""13:14:52.800000"", ""Patient Number"": ""17"", ""Readout Phase"": ""II"", ""Result"": ""Into Phase II"", ""Stage"": ""Metastativ/HPV-16-Pos""}",,,,,,,,,0.118,,44707,,,,Peptide,,,,,9,-,-,,,,0.421,13:14:52.800000,,17,II,,Into Phase II,,,Metastativ/HPV-16-Pos,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,M,Cabometyx,EXEL,BIC,44707,"{""CR (Confirmed)"": ""0"", ""Date"": ""44707"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""10.6"", ""Median OS"": ""22.3"", ""Median PFS"": ""14.6"", ""ORR (Confirmed)"": ""0.54"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""47"", ""Readout Phase"": ""Investigator"", ""Result"": ""Continuing"", ""Stage"": ""Metastatic""}",,,,,,,,,0,,44707,,,,Oral,,,,,10.6,22.3,14.6,,,,0.54,-,,47,Investigator,,Continuing,,,Metastatic,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,N,CUE-101,CUE,T1,45447,"{""CR (Confirmed)"": ""0"", ""Date"": ""45447"", ""Innovation"": ""Protein"", ""Median Follow-Up"": ""-"", ""Median OS"": ""20.8"", ""Median PFS"": ""5.8"", ""ORR (Confirmed)"": ""0.46"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""24"", ""Readout Phase"": ""I"", ""Result"": ""Into Phase II"", ""Stage"": ""Metastativ/HPV-16-Pos""}",,,,,,,,,0,,45447,,,,Protein,,,,,-,20.8,5.8,,,,0.46,-,,24,I,,Into Phase II,,,Metastativ/HPV-16-Pos,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,O,IMP-321,IMMP,AVG,45470,"{""CR (Confirmed)"": ""0"", ""Date"": ""45470"", ""Innovation"": ""Protein"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median PFS"": ""-"", ""ORR (Confirmed)"": ""0.328"", ""PFS >= 6 Mo"": ""-"", ""Patient Number"": ""29"", ""Readout Phase"": ""II"", ""Result"": ""Continuing"", ""Stage"": ""Metastatic""}",,,,,,,,,0,,45470,,,,Protein,,,,,-,-,-,,,,0.328,-,,29,II,,Continuing,,,Metastatic,,,,,,,,
6,+ KEYTRUDA 1L HNSCC,P,KEYTRUDA,,,,"{""CR (Confirmed)"": ""0"", ""Median OS"": ""3.4"", ""Median PFS"": ""3.4"", ""ORR (Confirmed)"": ""0.3"", ""Stage"": ""Metastatic""}",,,,,,,,,0,,,,,,,,,,,,3.4,3.4,,,,0.3,,,,,,,,,Metastatic,,,,,,,,
7,mCRPC Drug,E,LAVA-1207,LVTX,,,"{""Innovation"": ""BiTE""}",,,,,,,,,,,,,,,BiTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,mCRPC Drug,F,LAVA-1207,0,,44973,"{""Date"": ""44973"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0"", ""Patient Number"": ""14"", ""Readout Phase"": ""I"", ""Response Evaluable Patient"": ""14"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""0.57"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""00:00:00"", ""≥90% PSA Decline Rate"": ""0""}",,,,,,,,,,,44973,,,,,,,,,-,-,,,-,,,,0,14,I,14,Continuing,,0.57,,,,2L,00:00:00,0,,,
7,mCRPC Drug,G,EC1169,NVS,,42065,"{""Date"": ""42065"", ""Innovation"": ""IV Molecule"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0"", ""Patient Number"": ""7"", ""Readout Phase"": ""I"", ""Response Evaluable Patient"": ""7"", ""Result"": ""Suspended"", ""Stable Disease Rate"": ""0.5714"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""-"", ""≥90% PSA Decline Rate"": ""-""}",,,,,,,,,,,42065,,,,IV Molecule,,,,,-,-,,,-,,,,0,7,I,7,Suspended,,0.5714,,,,2L,-,-,,,
7,mCRPC Drug,I,JANX007,JANX,BIC,45348,"{""Date"": ""45348"", ""Innovation"": ""BiTE"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""18"", ""Readout Phase"": ""I"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""4+"", ""≥50% PSA Decline Rate"": ""56%/83% higher dosage"", ""≥90% PSA Decline Rate"": ""0.16""}",,,,,,,,,,,45348,,,,BiTE,,,,,-,-,,,-,,,,-,18,I,-,Continuing,,-,,,,4+,56%/83% higher dosage,0.16,,,
7,mCRPC Drug,J,Acapatamab,AMGN,AVG,44095,"{""Date"": ""44095"", ""Innovation"": ""BiTE"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.0555"", ""Patient Number"": ""22"", ""Readout Phase"": ""I"", ""Response Evaluable Patient"": ""18"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""0.3333"", ""Treatment Line"": ""2+"", ""≥50% PSA Decline Rate"": ""04:19:12"", ""≥90% PSA Decline Rate"": ""0.045""}",,,,,,,,,,,44095,,,,BiTE,,,,,-,-,,,-,,,,0.0555,22,I,18,Continuing,,0.3333,,,,2+,04:19:12,0.045,,,
7,mCRPC Drug,K,Lynparza,AZN,T1,43738,"{""1st Yr Sale (MM USD)"": ""150"", ""Date"": ""43738"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""-"", ""Median OS"": ""17.5"", ""Median rPFS"": ""5.8"", ""PR"": ""0.217"", ""Patient Number"": ""-"", ""Readout Phase"": ""III"", ""Response Evaluable Patient"": ""256"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""-"", ""≥90% PSA Decline Rate"": ""-""}",,,150,,,,,,,,43738,,,,Oral,,,,,-,17.5,,,5.8,,,,0.217,-,III,256,Approved,,-,,,,2L,-,-,,,
7,mCRPC Drug,L,Pluvicto,NVS,T1,45222,"{""1st Yr Sale (MM USD)"": ""271"", ""Date"": ""45222"", ""Innovation"": ""IV Molecule"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""12"", ""PR"": ""0.507"", ""Patient Number"": ""234"", ""Readout Phase"": ""III"", ""Response Evaluable Patient"": ""234"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""1L"", ""≥50% PSA Decline Rate"": ""13:49:26.400000"", ""≥90% PSA Decline Rate"": ""0""}",,,271,,,,,,,,45222,,,,IV Molecule,,,,,-,-,,,12,,,,0.507,234,III,234,Approved,,-,,,,1L,13:49:26.400000,0,,,
7,mCRPC Drug,M,Talzenna,PFE,AVG,43976,"{""1st Yr Sale (MM USD)"": ""2"", ""Date"": ""43976"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.28"", ""Patient Number"": ""-"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""86"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""0.512"", ""Treatment Line"": ""1L"", ""≥50% PSA Decline Rate"": ""-"", ""≥90% PSA Decline Rate"": ""-""}",,,2,,,,,,,,43976,,,,Oral,,,,,-,-,,,-,,,,0.28,-,II,86,Approved,,0.512,,,,1L,-,-,,,
7,mCRPC Drug,N,Zejula,GSK,T1,43510,"{""1st Yr Sale (MM USD)"": ""99"", ""Date"": ""43510"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.38"", ""Patient Number"": ""-"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""29"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""0.62"", ""Treatment Line"": ""1L"", ""≥50% PSA Decline Rate"": ""-"", ""≥90% PSA Decline Rate"": ""-""}",,,99,,,,,,,,43510,,,,Oral,,,,,-,-,,,-,,,,0.38,-,II,29,Approved,,0.62,,,,1L,-,-,,,
7,mCRPC Drug,O,Zytiga,JNJ,BIC,41790,"{""1st Yr Sale (MM USD)"": ""301"", ""Date"": ""41790"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""11.8"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""18"", ""Readout Phase"": ""Ib"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""1"", ""≥50% PSA Decline Rate"": ""21:36:00"", ""≥90% PSA Decline Rate"": ""0.7""}",,,301,,,,,,,,41790,,,,Oral,,,,,11.8,-,,,-,,,,-,18,Ib,-,Approved,,-,,,,1,21:36:00,0.7,,,
7,mCRPC Drug,P,Xtandi,,BIC,40698,"{""1st Yr Sale (MM USD)"": ""384"", ""Date"": ""40698"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""55"", ""Readout Phase"": ""III"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Approved"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""3+"", ""≥50% PSA Decline Rate"": ""10:48:00"", ""≥90% PSA Decline Rate"": ""0.159""}",,,384,,,,,,,,40698,,,,Oral,,,,,-,-,,,-,,,,-,55,III,-,Approved,,-,,,,3+,10:48:00,0.159,,,
7,mCRPC Drug,Q,Pruxelutamide,4503 JP Equity,T1,43830,"{""Date"": ""43830"", ""Innovation"": ""Oral"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.158"", ""Patient Number"": ""98"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""19"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""0.632"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""10:03:21.600000"", ""≥90% PSA Decline Rate"": ""-""}",,,,,,,,,,,43830,,,,Oral,,,,,-,-,,,-,,,,0.158,98,II,19,Continuing,,0.632,,,,2L,10:03:21.600000,-,,,
7,mCRPC Drug,R,XmAb20717,4503 JP Equity,T1,45349,"{""Date"": ""45349"", ""Innovation"": ""Antibody"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""12"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""3+"", ""≥50% PSA Decline Rate"": ""-"", ""≥90% PSA Decline Rate"": ""0.25""}",,,,,,,,,,,45349,,,,Antibody,,,,,-,-,,,-,,,,-,12,II,-,Continuing,,-,,,,3+,-,0.25,,,
7,mCRPC Drug,S,KEYTRUDA,4503 JP Equity,AVG,42650,"{""Date"": ""42650"", ""Innovation"": ""Antibody"", ""Median Follow-Up"": ""4.5"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""20"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""1L"", ""≥50% PSA Decline Rate"": ""04:48:00"", ""≥90% PSA Decline Rate"": ""0""}",,,,,,,,,,,42650,,,,Antibody,,,,,4.5,-,,,-,,,,-,20,II,-,Continuing,,-,,,,1L,04:48:00,0,,,
