section_id,section,source_col,drug,ticker_or_company,rating,earliest_data_date,metrics_json,12 Mo PFS,18 Mo OS,1st Yr Sale (MM USD),24 Mo OS,24 Mo PFS,6 Mo PFS,BICR ORR,CR,CR (Confirmed),DCR,Date,Dosing Schedule,Evaluable Patients,Indication,Innovation,Latest Sale (MM USD),Market Reaction (+1d),Market Reaction (-1d),Median DFS,Median Follow-Up,Median OS,Median PFS,Median Treatment Line,Median rPFS,ORR,ORR (Confirmed),PFS >= 6 Mo,PR,Patient Number,Readout Phase,Response Evaluable Patient,Result,Route,Stable Disease Rate,Stage,Target,Total Treatment Line,Treatment Line,≥50% PSA Decline Rate,≥90% PSA Decline Rate,≥G3 Clinical AE,≥G3 SAE/Patients,≥G3 clinical AE
7,mCRPC Drug,T,FG-3246,BMY,AVG,44598,"{""Date"": ""44598"", ""Innovation"": ""Antibody"", ""Median Follow-Up"": ""7.75"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.222"", ""Patient Number"": ""31"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""18"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""0.5556"", ""Treatment Line"": ""1L"", ""≥50% PSA Decline Rate"": ""07:45:07.200000"", ""≥90% PSA Decline Rate"": ""0""}",,,,,,,,,,,44598,,,,Antibody,,,,,7.75,-,,,-,,,,0.222,31,II,18,Continuing,,0.5556,,,,1L,07:45:07.200000,0,,,
7,mCRPC Drug,U,CONV 01-α,BMY,BIC,45033,"{""Date"": ""45033"", ""Innovation"": ""Antibody"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""23"", ""Readout Phase"": ""I/II"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""16:48:00"", ""≥90% PSA Decline Rate"": ""0.26""}",,,,,,,,,,,45033,,,,Antibody,,,,,-,-,,,-,,,,-,23,I/II,-,Continuing,,-,,,,2L,16:48:00,0.26,,,
7,mCRPC Drug,V,ARV-766,,T1,45446,"{""Date"": ""45446"", ""Innovation"": ""Degrader"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""28"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""2L"", ""≥50% PSA Decline Rate"": ""12:00:00"", ""≥90% PSA Decline Rate"": ""0""}",,,,,,,,,,,45446,,,,Degrader,,,,,-,-,,,-,,,,-,28,II,-,Continuing,,-,,,,2L,12:00:00,0,,,
7,mCRPC Drug,W,ARV-110,,T1,2020-12-14 00:00:00,"{""Date"": ""2020-12-14 00:00:00"", ""Innovation"": ""Degrader"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""0.2"", ""Patient Number"": ""5"", ""Readout Phase"": ""II"", ""Response Evaluable Patient"": ""5"", ""Result"": ""Continuing"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""3+"", ""≥50% PSA Decline Rate"": ""0.4"", ""≥90% PSA Decline Rate"": ""0""}",,,,,,,,,,,2020-12-14 00:00:00,,,,Degrader,,,,,-,-,,,-,,,,0.2,5,II,5,Continuing,,-,,,,3+,0.4,0,,,
7,mCRPC Drug,Z,RG7450,,,2013-06-02 00:00:00,"{""Date"": ""2013-06-02 00:00:00"", ""Innovation"": ""Antibody"", ""Median Follow-Up"": ""-"", ""Median OS"": ""-"", ""Median rPFS"": ""-"", ""PR"": ""-"", ""Patient Number"": ""28"", ""Readout Phase"": ""I"", ""Response Evaluable Patient"": ""-"", ""Result"": ""Suspended"", ""Stable Disease Rate"": ""-"", ""Treatment Line"": ""3+"", ""≥50% PSA Decline Rate"": ""0.035"", ""≥90% PSA Decline Rate"": ""-""}",,,,,,,,,,,2013-06-02 00:00:00,,,,Antibody,,,,,-,-,,,-,,,,-,28,I,-,Suspended,,-,,,,3+,0.035,-,,,
8,IDH1 GBM Drug,E,Safusidenib,NUVB,AVG,43619,"{""12 Mo PFS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""DCR"": ""11:31:12"", ""Date"": ""43619"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""ORR"": ""0.138"", ""Patient Number"": ""29"", ""Readout Phase"": ""1"", ""Result"": ""Continuing"", ""Target"": ""IDH1"", ""Treatment Line"": ""2+""}",\,,\,,\,\,,,,11:31:12,43619,,,,,,,,,\,,,,\,0.138,,,,29,1,,Continuing,,,,IDH1,,2+,,,,,
8,IDH1 GBM Drug,F,Voranigo,Les Lab,BIC,43252,"{""12 Mo PFS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""DCR"": ""18:00:00"", ""Date"": ""43252"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""ORR"": ""0"", ""Patient Number"": ""52"", ""Readout Phase"": ""1"", ""Result"": ""Approved"", ""Target"": ""IDH1"", ""Treatment Line"": ""2+""}",\,,\,,\,\,,,,18:00:00,43252,,,,,,,,,\,,,,\,0,,,,52,1,,Approved,,,,IDH1,,2+,,,,,
8,IDH1 GBM Drug,H,Rezlidhia,RIGL,AVG,43979,"{""12 Mo PFS"": ""0.11"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""0.87"", ""DCR"": ""12:00:00"", ""Date"": ""43979"", ""Median Follow-Up"": ""15.1"", ""Median rPFS"": ""8.3"", ""ORR"": ""0.043"", ""Patient Number"": ""23"", ""Readout Phase"": ""1"", ""Result"": ""Continuing"", ""Target"": ""IDH1"", ""Treatment Line"": ""2+""}",0.11,,\,,\,0.87,,,,12:00:00,43979,,,,,,,,,15.1,,,,8.3,0.043,,,,23,1,,Continuing,,,,IDH1,,2+,,,,,
8,IDH1 GBM Drug,J,Tibsovo,Les Lab,,43619,"{""12 Mo PFS"": ""\\"", ""1st Yr Sale (MM USD)"": ""\\"", ""24 Mo PFS"": ""\\"", ""6 Mo PFS"": ""\\"", ""DCR"": ""00:00:00"", ""Date"": ""43619"", ""Median Follow-Up"": ""\\"", ""Median rPFS"": ""\\"", ""ORR"": ""0"", ""Patient Number"": ""26"", ""Readout Phase"": ""1"", ""Result"": ""Suspended"", ""Target"": ""IDH1"", ""Treatment Line"": ""2""}",\,,\,,\,\,,,,00:00:00,43619,,,,,,,,,\,,,,\,0,,,,26,1,,Suspended,,,,IDH1,,2,,,,,
9,Biliary Tract Cancer (BTC),E,Tovecimig,CMPX,T1,44946,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""0"", ""DCR"": ""0.92"", ""Date"": ""44946"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""24"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""12.5"", ""Median PFS"": ""9.4"", ""Median rPFS"": ""/"", ""ORR"": ""0.375"", ""PR"": ""0.375"", ""Readout Phase"": ""II"", ""Result"": ""Phase 2 Completed"", ""Route"": ""IV"", ""Target"": ""DLL4, VEGF-A"", ""Treatment Line"": ""2L/3L"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""0.958""}",/,/,/,/,/,/,/,0,,0.92,44946,/,24,,/,/,,,/,/,12.5,9.4,,/,0.375,,,0.375,,II,,Phase 2 Completed,IV,,,"DLL4, VEGF-A",,2L/3L,,,/,0.958,
9,Biliary Tract Cancer (BTC),F,Tovecimig,CMPX,T1,45748,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""0.171"", ""CR"": ""NR"", ""DCR"": ""NR"", ""Date"": ""45748"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""168 (111 Combo, 57 Control)"", ""Innovation"": ""Bispecific (DLL4 x VEGF-A)"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""NR (Due Q1 2026)"", ""Median PFS"": ""NR (Due Q1 2026)"", ""Median rPFS"": ""/"", ""ORR"": ""0.171"", ""PR"": ""NR"", ""Readout Phase"": ""II/III"", ""Result"": ""Phase 2/3 (Primary Endpoint Met)"", ""Route"": ""IV"", ""Target"": ""DLL4, VEGF-A"", ""Treatment Line"": ""2L"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""NR""}",/,/,/,/,/,/,0.171,NR,,NR,45748,/,"168 (111 Combo, 57 Control)",,Bispecific (DLL4 x VEGF-A),/,,,/,/,NR (Due Q1 2026),NR (Due Q1 2026),,/,0.171,,,NR,,II/III,,Phase 2/3 (Primary Endpoint Met),IV,,,"DLL4, VEGF-A",,2L,,,/,NR,
9,Biliary Tract Cancer (BTC),G,Futibatinib,JAZZ,BIC,44714,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""44714"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""103"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""20"", ""Median PFS"": ""8.9"", ""Median rPFS"": ""/"", ""ORR"": ""0.417"", ""PR"": ""/"", ""Readout Phase"": ""II"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""FGFR1-4"", ""Treatment Line"": ""2L (FGFR2+)"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""/""}",/,/,/,/,/,/,/,/,,/,44714,/,103,,/,/,,,/,/,20,8.9,,/,0.417,,,/,,II,,Approved,Oral,,,FGFR1-4,,2L (FGFR2+),,,/,/,
9,Biliary Tract Cancer (BTC),H,Ivosidenib,Private,AVG,44213,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""44213"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""126"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""10.3"", ""Median PFS"": ""2.7"", ""Median rPFS"": ""/"", ""ORR"": ""0.024"", ""PR"": ""/"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""IDH1"", ""Treatment Line"": ""2L (IDH1+)"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""/""}",/,/,/,/,/,/,/,/,,/,44213,/,126,,/,/,,,/,/,10.3,2.7,,/,0.024,,,/,,III,,Approved,Oral,,,IDH1,,2L (IDH1+),,,/,/,
9,Biliary Tract Cancer (BTC),I,Pemigatinib,INCY,T1,44743,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""44743"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""108 (Cohort A)"", ""Innovation"": ""Small Molecule"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""17.5"", ""Median PFS"": ""7"", ""Median rPFS"": ""/"", ""ORR"": ""0.37"", ""PR"": ""/"", ""Readout Phase"": ""II"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""FGFR2"", ""Treatment Line"": ""2L (FGFR2+)"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""0.64""}",/,/,/,/,/,/,/,/,,/,44743,/,108 (Cohort A),,Small Molecule,/,,,/,/,17.5,7,,/,0.37,,,/,,II,,Approved,Oral,,,FGFR2,,2L (FGFR2+),,,/,0.64,
9,Biliary Tract Cancer (BTC),J,Zanidatamab,JAZZ,AVG,45444,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""0.688"", ""Date"": ""45444"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""80 (Cohort 1)"", ""Innovation"": ""Bispecific (HER2)"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""15.5"", ""Median PFS"": ""5.5"", ""Median rPFS"": ""/"", ""ORR"": ""0.413"", ""PR"": ""/"", ""Readout Phase"": ""IIb"", ""Result"": ""Approved"", ""Route"": ""IV"", ""Target"": ""HER2"", ""Treatment Line"": ""2L (HER2+)"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""0.207""}",/,/,/,/,/,/,/,/,,0.688,45444,/,80 (Cohort 1),,Bispecific (HER2),/,,,/,/,15.5,5.5,,/,0.413,,,/,,IIb,,Approved,IV,,,HER2,,2L (HER2+),,,/,0.207,
9,Biliary Tract Cancer (BTC),K,Liposomal Irinotecan,Private / IPN,AVG,45035,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""45035"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""88"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""8.6"", ""Median PFS"": ""4.2"", ""Median rPFS"": ""/"", ""ORR"": ""0.125"", ""PR"": ""/"", ""Readout Phase"": ""IIb"", ""Result"": ""Phase 2b (Positive)"", ""Route"": ""IV"", ""Target"": ""Topoisomerase I"", ""Treatment Line"": ""2L"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""NR""}",/,/,/,/,/,/,/,/,,/,45035,/,88,,/,/,,,/,/,8.6,4.2,,/,0.125,,,/,,IIb,,Phase 2b (Positive),IV,,,Topoisomerase I,,2L,,,/,NR,
10,Colorectal Cancer (CRC),E,Tovecimig,CMPX,T1,46034,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""0.68"", ""Date"": ""46034"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""40"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""10.2"", ""Median PFS"": ""3.9"", ""Median rPFS"": ""/"", ""ORR"": ""0.05"", ""PR"": ""/"", ""Readout Phase"": ""II"", ""Result"": ""Phase 2 Completed"", ""Route"": ""IV"", ""Target"": ""/"", ""Treatment Line"": ""3L/4L"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""0.653""}",/,/,/,/,/,/,/,/,,0.68,46034,/,40,,/,/,,,/,/,10.2,3.9,,/,0.05,,,/,,II,,Phase 2 Completed,IV,,,/,,3L/4L,,,/,0.653,
10,Colorectal Cancer (CRC),F,Fruquintinib,TAK,BIC,44816,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""44816"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""461"", ""Innovation"": ""Oral VEGFR TKI"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""7.4"", ""Median PFS"": ""3.7"", ""Median rPFS"": ""/"", ""ORR"": ""0.015"", ""PR"": ""/"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""/"", ""Treatment Line"": ""3L+"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""0.627""}",/,/,/,/,/,/,/,/,,/,44816,/,461,,Oral VEGFR TKI,/,,,/,/,7.4,3.7,,/,0.015,,,/,,III,,Approved,Oral,,,/,,3L+,,,/,0.627,
10,Colorectal Cancer (CRC),G,Regorafenib,BAYN GR Equity,AVG,41061,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""41061"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""505"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""6.4"", ""Median PFS"": ""1.9"", ""Median rPFS"": ""/"", ""ORR"": ""0.01"", ""PR"": ""/"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""/"", ""Treatment Line"": ""3L+"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""/""}",/,/,/,/,/,/,/,/,,/,41061,/,505,,/,/,,,/,/,6.4,1.9,,/,0.01,,,/,,III,,Approved,Oral,,,/,,3L+,,,/,/,
10,Colorectal Cancer (CRC),H,Trifluridine/Tipiracil,Private,AVG,41818,"{""12 Mo PFS"": ""/"", ""18 Mo OS"": ""/"", ""1st Yr Sale (MM USD)"": ""/"", ""24 Mo OS"": ""/"", ""24 Mo PFS"": ""/"", ""6 Mo PFS"": ""/"", ""BICR ORR"": ""/"", ""CR"": ""/"", ""DCR"": ""/"", ""Date"": ""41818"", ""Dosing Schedule"": ""/"", ""Evaluable Patients"": ""534"", ""Innovation"": ""/"", ""Latest Sale (MM USD)"": ""/"", ""Median DFS"": ""/"", ""Median Follow-Up"": ""/"", ""Median OS"": ""7.1"", ""Median PFS"": ""2"", ""Median rPFS"": ""/"", ""ORR"": ""0.016"", ""PR"": ""/"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Route"": ""Oral"", ""Target"": ""/"", ""Treatment Line"": ""3L+"", ""≥G3 Clinical AE"": ""/"", ""≥G3 SAE/Patients"": ""/""}",/,/,/,/,/,/,/,/,,/,41818,/,534,,/,/,,,/,/,7.1,2,,/,0.016,,,/,,III,,Approved,Oral,,,/,,3L+,,,/,/,
11,RCC 2L Post-IO,E,CTX-10726,CMPX,AVG,2025-11-07 00:00:00,"{""Date"": ""2025-11-07 00:00:00"", ""Innovation"": ""BsAb (PD-1 x VEGF-A)"", ""Market Reaction (+1d)"": ""0"", ""Market Reaction (-1d)"": ""-0.0017"", ""Readout Phase"": ""Preclinical"", ""Result"": ""Preclinical"", ""Total Treatment Line"": ""2L+"", ""Treatment Line"": ""2L+ (Post-IO/TKI)""}",,,,,,,,,,,2025-11-07 00:00:00,,,,BsAb (PD-1 x VEGF-A),,0,-0.0017,,,,,,,,,,,,Preclinical,,Preclinical,,,,,2L+,2L+ (Post-IO/TKI),,,,,
11,RCC 2L Post-IO,F,Belzutifan,MRK,T1,2024-09-13 00:00:00,"{""CR"": ""0.035"", ""Date"": ""2024-09-13 00:00:00"", ""Evaluable Patients"": ""374"", ""Innovation"": ""HIF-2a Inhibitor"", ""Latest Sale (MM USD)"": ""150"", ""Median OS"": ""21.4"", ""Median PFS"": ""5.6"", ""ORR"": ""0.227"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L+"", ""Treatment Line"": ""2L+ (Post-IO/TKI)"", ""≥G3 clinical AE"": ""Anemia, Hypoxia""}",,,,,,,,0.035,,,2024-09-13 00:00:00,,374,,HIF-2a Inhibitor,150,,,,,21.4,5.6,,,0.227,,,,,III,,Approved,,,,,2L+,2L+ (Post-IO/TKI),,,,,"Anemia, Hypoxia"
11,RCC 2L Post-IO,G,Cabozantinib,EXEL,AVG,2016-06-05 00:00:00,"{""Date"": ""2016-06-05 00:00:00"", ""Evaluable Patients"": ""330"", ""Innovation"": ""TKI (MET/VEGF/AXL)"", ""Latest Sale (MM USD)"": ""1600"", ""Median OS"": ""21.4"", ""Median PFS"": ""7.4"", ""ORR"": ""0.17"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L"", ""Treatment Line"": ""2L"", ""≥G3 SAE/Patients"": ""0.71"", ""≥G3 clinical AE"": ""HTN, Diarrhea, Fatigue""}",,,,,,,,,,,2016-06-05 00:00:00,,330,,TKI (MET/VEGF/AXL),1600,,,,,21.4,7.4,,,0.17,,,,,III,,Approved,,,,,2L,2L,,,,0.71,"HTN, Diarrhea, Fatigue"
11,RCC 2L Post-IO,H,Ivonescimab,SMMT,T1,,"{""Innovation"": ""BsAb (PD-1 x VEGF)"", ""Readout Phase"": ""II"", ""Result"": ""Phase 2"", ""Total Treatment Line"": ""2L+"", ""Treatment Line"": ""2L+ (Post-IO)""}",,,,,,,,,,,,,,,BsAb (PD-1 x VEGF),,,,,,,,,,,,,,,II,,Phase 2,,,,,2L+,2L+ (Post-IO),,,,,
12,HCC 2L,E,Regorafenib,BAYN GR Equity,AVG,2017-01-01 00:00:00,"{""CR"": ""0.01"", ""DCR"": ""0.65"", ""Date"": ""2017-01-01 00:00:00"", ""Evaluable Patients"": ""379"", ""Innovation"": ""TKI"", ""Median OS"": ""10.6"", ""Median PFS"": ""3.1"", ""ORR"": ""0.11"", ""PR"": ""0.1"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L"", ""Treatment Line"": ""2L (Post-Sorafenib)"", ""≥G3 SAE/Patients"": ""0.67"", ""≥G3 clinical AE"": ""HTN, HFSR, Fatigue""}",,,,,,,,0.01,,0.65,2017-01-01 00:00:00,,379,,TKI,,,,,,10.6,3.1,,,0.11,,,0.1,,III,,Approved,,,,,2L,2L (Post-Sorafenib),,,,0.67,"HTN, HFSR, Fatigue"
12,HCC 2L,F,Ivonescimab,9926 HK Equity,BIC,2025-05-28 00:00:00,"{""DCR"": ""0.917"", ""Date"": ""2025-05-28 00:00:00"", ""Evaluable Patients"": ""12"", ""Innovation"": ""BsAb (PD-1 x VEGF)"", ""ORR"": ""0.417"", ""Readout Phase"": ""II"", ""Result"": ""Phase 2"", ""Total Treatment Line"": ""1L"", ""Treatment Line"": ""1L Unresectable (+ HAIC)"", ""≥G3 SAE/Patients"": ""0.22"", ""≥G3 clinical AE"": ""Thrombocytopenia""}",,,,,,,,,,0.917,2025-05-28 00:00:00,,12,,BsAb (PD-1 x VEGF),,,,,,,,,,0.417,,,,,II,,Phase 2,,,,,1L,1L Unresectable (+ HAIC),,,,0.22,Thrombocytopenia
12,HCC 2L,G,Cabozantinib,EXEL,AVG,,"{""Innovation"": ""TKI"", ""Latest Sale (MM USD)"": ""1600"", ""Median OS"": ""10.2"", ""Median PFS"": ""5.2"", ""ORR"": ""0.04"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L/3L"", ""Treatment Line"": ""2L/3L""}",,,,,,,,,,,,,,,TKI,1600,,,,,10.2,5.2,,,0.04,,,,,III,,Approved,,,,,2L/3L,2L/3L,,,,,
13,Endometrial Cancer pMMR,E,Lenva+Pembro,ESALY,BIC,2026-02-19 00:00:00,"{""Date"": ""2026-02-19 00:00:00"", ""Evaluable Patients"": ""411"", ""Innovation"": ""Combo TKI + IO"", ""Median OS"": ""18"", ""Median PFS"": ""7.3"", ""ORR"": ""0.338"", ""Readout Phase"": ""III"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L"", ""Treatment Line"": ""2L (Post-Platinum, pMMR)"", ""≥G3 SAE/Patients"": ""0.889"", ""≥G3 clinical AE"": ""HTN, Hypothyroid, Diarrhea""}",,,,,,,,,,,2026-02-19 00:00:00,,411,,Combo TKI + IO,,,,,,18,7.3,,,0.338,,,,,III,,Approved,,,,,2L,"2L (Post-Platinum, pMMR)",,,,0.889,"HTN, Hypothyroid, Diarrhea"
14,Melanoma Post-PD1 (NCAM+),E,CTX-471,CMPX,T1,2024-06-06 00:00:00,"{""CR"": ""0"", ""Date"": ""2024-06-06 00:00:00"", ""Evaluable Patients"": ""11"", ""Innovation"": ""CD137 Agonist (NCAM)"", ""Market Reaction (+1d)"": ""-0.0625"", ""Market Reaction (-1d)"": ""0.032258"", ""ORR"": ""0.27"", ""PR"": ""0.27"", ""Readout Phase"": ""I"", ""Result"": ""Phase 1"", ""Total Treatment Line"": ""2L+"", ""Treatment Line"": ""Post-PD1 (NCAM+)"", ""≥G3 SAE/Patients"": ""0.2"", ""≥G3 clinical AE"": ""Thrombocytopenia""}",,,,,,,,0,,,2024-06-06 00:00:00,,11,,CD137 Agonist (NCAM),,-0.0625,0.032258,,,,,,,0.27,,,0.27,,I,,Phase 1,,,,,2L+,Post-PD1 (NCAM+),,,,0.2,Thrombocytopenia
14,Melanoma Post-PD1 (NCAM+),F,Lifileucel (Amtagvi),IOVA,BIC,2024-02-16 00:00:00,"{""CR"": ""0.041"", ""Date"": ""2024-02-16 00:00:00"", ""Evaluable Patients"": ""73"", ""Innovation"": ""Autologous TIL"", ""Median OS"": ""13.9"", ""Median PFS"": ""4.1"", ""ORR"": ""0.315"", ""PR"": ""0.274"", ""Readout Phase"": ""II"", ""Result"": ""Approved"", ""Total Treatment Line"": ""2L+"", ""Treatment Line"": ""Post-PD1/BRAF"", ""≥G3 SAE/Patients"": ""0.955"", ""≥G3 clinical AE"": ""Thrombocytopenia, Anemia, FN""}",,,,,,,,0.041,,,2024-02-16 00:00:00,,73,,Autologous TIL,,,,,,13.9,4.1,,,0.315,,,0.274,,II,,Approved,,,,,2L+,Post-PD1/BRAF,,,,0.955,"Thrombocytopenia, Anemia, FN"
